step,Episode_Metrics/onefoot/best_dwell,Episode_Metrics/onefoot/capture_error,Episode_Metrics/onefoot/clearance,Episode_Metrics/onefoot/com_offset,Episode_Metrics/onefoot/com_speed,Episode_Metrics/onefoot/cross_track,Episode_Metrics/onefoot/diagnostic_valid,Episode_Metrics/onefoot/distance,Episode_Metrics/onefoot/dwell,Episode_Metrics/onefoot/head_speed,Episode_Metrics/onefoot/heading_error,Episode_Metrics/onefoot/injected_speed,Episode_Metrics/onefoot/lateral,Episode_Metrics/onefoot/left_contact,Episode_Metrics/onefoot/left_force,Episode_Metrics/onefoot/left_load,Episode_Metrics/onefoot/phase,Episode_Metrics/onefoot/right_contact,Episode_Metrics/onefoot/right_force,Episode_Metrics/onefoot/single_support,Episode_Metrics/onefoot/speed,Episode_Metrics/onefoot/success,Episode_Metrics/onefoot/success_050,Episode_Metrics/onefoot/success_100,Episode_Metrics/onefoot/success_200,Episode_Metrics/onefoot/support_cop_y_offset,Episode_Metrics/onefoot/support_yaw,Episode_Metrics/onefoot/upright,Episode_Metrics/onefoot/waist_axis_alignment,Episode_Metrics/onefoot/waist_axis_error,Episode_Metrics/onefoot/waist_capture_error,Episode_Metrics/onefoot/waist_foreaft_capture,Episode_Metrics/onefoot/waist_foreaft_error,Episode_Metrics/onefoot/waist_front_load,Episode_Metrics/onefoot/waist_pelvis_offset,Episode_Metrics/onefoot/waist_pitch_deg,Episode_Metrics/onefoot/waist_roll_deg,Episode_Metrics/onefoot/waist_roll_error_deg,Episode_Metrics/onefoot/waist_roll_match,Episode_Metrics/onefoot/waist_roll_speed,Episode_Metrics/onefoot/waist_target_roll_deg,Episode_Reward/action_over_limit,Episode_Reward/curriculum_accelerate,Episode_Reward/curriculum_alignment,Episode_Reward/curriculum_continuous,Episode_Reward/curriculum_hold,Episode_Reward/curriculum_steering,Episode_Reward/curriculum_transfer,Episode_Reward/dynamic_action_rate,Episode_Reward/failure,Episode_Reward/foreaft_balance,Episode_Reward/joint_torques_l2,Episode_Reward/self_collisions,Episode_Reward/waist_support,Episode_Termination/body_ground,Episode_Termination/fell_over,Episode_Termination/nan_state,Episode_Termination/out_of_terrain_bounds,Episode_Termination/replanted_swing,Episode_Termination/stalled_transfer,Episode_Termination/time_out,Loss/entropy,Loss/learning_rate,Loss/surrogate,Loss/value,Perf/collection_time,Perf/learning_time,Perf/total_fps,Policy/mean_std,Train/mean_episode_length,Train/mean_reward
68,0,0.0604476,-0.000413461,0.0588879,0.235744,0.0395054,0,0.572717,0,1.33739,0.168301,0,0.0761605,0.381105,3.57442,0.476179,0.0556215,0.842102,3.54736,0,0.227467,0,0,0,0,0.00131341,0.322948,0.959436,0.0602886,0.0606505,0.0619032,0.00761318,0.00501773,0.408882,0.0613184,10.6085,-3.00371,3.35404,0.901372,0.570768,-0.899602,-0.111188,0.544248,-0.00512107,0,0,0.002683,0.0111071,-0.000594189,-0.333333,-0.0204339,-0.000273366,-0.00642825,0.000778162,9.16667,21.9167,0,0,0,0,0,-14.5392,7.59375e-05,0.00373295,0.0628633,1.46489,0.119095,62061,0.0856875,127.01,0.479499
69,0,0.0599401,-0.000617181,0.058653,0.231482,0.0392177,0,0.567738,0,1.34726,0.166377,0,0.0764619,0.395228,3.56623,0.4773,0.0607692,0.845414,3.55146,0,0.222855,0,0,0,0,0.00146525,0.32378,0.960019,0.0623533,0.0606048,0.061397,0.00827926,0.00569825,0.422413,0.0614757,10.7901,-3.05311,3.26605,0.900009,0.553708,-1.02378,-0.108494,0.546742,-0.00603265,0,0,0.0038065,0.0136022,-0.000579646,-0.333333,-0.0266756,-0.000273477,-0.00495567,0.000952857,11.9167,19,0,0,0,0,0,-14.535,5.0625e-05,0.00319194,0.0673172,1.45616,0.119178,62401,0.0857122,129.33,0.353693
70,0,0.060079,-0.00078701,0.0588561,0.22455,0.0380367,0,0.556098,0,1.33871,0.168412,0,0.0755639,0.412379,3.56563,0.478493,0.0659673,0.852684,3.55477,0,0.215867,0,0,0,0,0.00146314,0.330245,0.959867,0.0618247,0.0608581,0.0615102,0.00901382,0.00637876,0.426072,0.0618389,10.8029,-3.1381,3.25147,0.8994,0.542671,-1.11991,-0.10548,0.548893,-0.00766483,0,0,0.00478479,0.0147596,-0.000570835,-0.333333,-0.0301603,-0.000265998,-0.00547181,0.00103913,15.7917,22.5,0,0,0,0,0,-14.5305,7.59375e-05,0.00366197,0.0693596,1.46337,0.118335,62150,0.0857407,129.13,0.34303
71,0,0.06072,-0.000430684,0.0590642,0.226726,0.039007,0,0.559953,0,1.33097,0.175785,0,0.075773,0.404453,3.59309,0.480502,0.0641826,0.844516,3.5238,0,0.218757,0,0,0,0,0.00127469,0.331191,0.959722,0.0622661,0.0609082,0.0620892,0.00695141,0.00455743,0.413289,0.0616514,10.3197,-3.28715,3.50434,0.895455,0.572459,-1.00299,-0.12335,0.541682,-0.00741192,0,1.04554e-06,0.0039906,0.0123483,-0.00066018,-0.333333,-0.0300009,-0.000267273,-0.00817391,0.000854784,16.7083,27.0417,0,0,0,0,0,-14.5272,1e-05,0.00430748,0.101206,1.46049,0.118387,62261,0.085752,128.91,0.38922
72,0,0.0610647,-0.000198918,0.0590856,0.23171,0.0391883,0,0.565146,0,1.34316,0.177262,0,0.0759353,0.382457,3.58587,0.478109,0.0585063,0.83988,3.51359,0,0.223618,0,0,0,0,0.00127381,0.32967,0.959097,0.0619096,0.0609532,0.0625363,0.00669964,0.00421774,0.401905,0.0614972,10.2363,-3.22559,3.60375,0.89678,0.597404,-0.822674,-0.128512,0.541811,-0.00679244,0,9.52136e-10,0.00276473,0.00948502,-0.000682692,-0.333333,-0.0237735,-0.000271822,-0.00918258,0.000678342,12.0833,30.4167,0,0,0,0,0,-14.5258,3.375e-05,0.00374489,0.0748411,1.4756,0.127095,61336,0.0857617,127.33,0.247991
73,0.000126263,0.0603681,-0.000348981,0.0588058,0.234674,0.0402095,0,0.574191,2.26819e-06,1.35535,0.171922,0,0.0767718,0.381065,3.5793,0.478503,0.0596479,0.837588,3.52345,3.78032e-05,0.226512,0,0,0,0,0.00124736,0.324053,0.959211,0.0631456,0.0605075,0.0617322,0.00671648,0.00421699,0.408699,0.0611436,10.479,-3.12671,3.46588,0.898833,0.581407,-0.949633,-0.114792,0.542,-0.00580862,1.60354e-05,4.0192e-06,0.00299261,0.0119729,-0.000616231,-0.333333,-0.0237019,-0.000277988,-0.0072054,0.000926332,10.3333,22.5833,0,0,0,0,0,-14.5232,2.25e-05,0.00323935,0.0578188,1.47723,0.11806,61621,0.0857841,128.76,0.455475
74,0,0.0601071,-0.000547553,0.0587771,0.233258,0.0378821,0,0.57057,0,1.34458,0.160676,0,0.074978,0.390193,3.56968,0.476308,0.0594206,0.842848,3.5502,0,0.224583,0,0,0,0,0.00140644,0.322441,0.959833,0.062,0.060606,0.0615555,0.00782255,0.00524348,0.417275,0.0614272,10.7577,-3.06246,3.23158,0.901395,0.551367,-1.00352,-0.108157,0.554181,-0.00579104,0,0,0.00356716,0.0139848,-0.00059632,-0.333333,-0.0231499,-0.000274309,-0.00504342,0.00105055,10.8333,16.2917,0,0,0,0,0,-14.5188,0.000113906,0.00315332,0.054751,1.46903,0.11901,61902,0.0858216,129.05,0.725248
75,0,0.0599455,-0.00073959,0.0587269,0.226963,0.0391518,0,0.561188,0,1.34119,0.169448,0,0.076483,0.406665,3.56404,0.477955,0.0648303,0.850514,3.54969,0,0.218387,0,0,0,0,0.00144634,0.330941,0.959746,0.0619163,0.0607101,0.0613623,0.00962724,0.0070062,0.4238,0.0617084,10.8198,-3.11192,3.32627,0.897806,0.54857,-1.09655,-0.105851,0.546622,-0.00753781,0,5.85314e-08,0.00447666,0.0143805,-0.000574409,-0.333333,-0.0312352,-0.000269735,-0.00566292,0.00106288,13.125,19.75,0,0,0,0,0,-14.5127,1e-05,0.00913199,0.0606216,1.45362,0.120365,62455,0.0858423,129.5,0.536039
76,1.70068e-05,0.0605106,-0.00051948,0.0589465,0.226616,0.0383013,0,0.559555,1.01837e-07,1.33135,0.172978,0,0.0758957,0.404705,3.58701,0.479967,0.0643046,0.846952,3.52762,5.09186e-06,0.218373,0,0,0,0,0.00131163,0.331956,0.959991,0.0624515,0.0608911,0.0619207,0.0078102,0.00534786,0.415688,0.0617132,10.4608,-3.25239,3.45336,0.896027,0.566377,-1.01483,-0.120286,0.548535,-0.00797808,1.85374e-06,3.1727e-06,0.00433361,0.0129423,-0.000641293,-0.333333,-0.0298897,-0.000268027,-0.00750621,0.000909706,17.4167,27.0833,0,0,0,0,0,-14.5112,1e-05,0.0050066,0.0870339,1.48213,0.118646,61410,0.0858511,128.02,0.541522
77,0,0.0610554,-0.000313522,0.0592236,0.23103,0.0381132,0,0.564997,0,1.33045,0.176026,0,0.0756997,0.391441,3.59894,0.480012,0.0599247,0.839826,3.50665,0,0.222821,0,0,0,0,0.00120026,0.327108,0.959404,0.0608235,0.0610088,0.0624332,0.00617461,0.00370279,0.405187,0.0615448,10.331,-3.19033,3.56624,0.896654,0.589418,-0.893171,-0.122813,0.545387,-0.00693635,0,4.49119e-08,0.00328261,0.010844,-0.00066359,-0.333333,-0.0250869,-0.000268376,-0.00876628,0.000830754,15.0833,31.5833,0,0,0,0,0,-14.5102,1e-05,0.00669358,0.0649996,1.47106,0.121781,61716,0.0858552,127.18,0.32417
78,0,0.0603711,-0.000358295,0.0587303,0.233203,0.0391293,0,0.570376,0,1.34924,0.171372,0,0.0757758,0.382214,3.59482,0.479646,0.0601418,0.83874,3.51947,0,0.224872,0,0,0,0,0.00131981,0.326422,0.95883,0.0635164,0.0605772,0.0618481,0.00731249,0.00476119,0.409765,0.0612392,10.3977,-3.21342,3.53568,0.89611,0.585689,-0.919168,-0.109501,0.545442,-0.00684408,0,3.43526e-07,0.00283724,0.0112901,-0.00060026,-0.333333,-0.0277343,-0.000273784,-0.00811607,0.000902295,10.7083,23.7083,0,0,0,0,0,-14.5084,5.0625e-05,0.00232377,0.0510939,1.46553,0.118228,62070,0.0858765,128.06,0.414932
79,0,0.0598136,-0.000508146,0.0585259,0.233183,0.0391314,0,0.573325,0,1.36327,0.163283,0,0.075835,0.386073,3.58753,0.479853,0.0629967,0.838593,3.51743,0,0.22462,0,0,0,0,0.0013034,0.321974,0.959208,0.0656258,0.0602966,0.0612047,0.00721295,0.0047065,0.414944,0.0610672,10.4825,-3.30849,3.47066,0.894945,0.5692,-1.04664,-0.104576,0.550599,-0.00661548,0,1.0025e-07,0.00349676,0.0145186,-0.000586698,-0.333333,-0.027569,-0.000280816,-0.00677253,0.00109093,10.6667,17.2917,0,0,0,0.0416667,0,-14.5012,7.59375e-05,0.00455382,0.0467222,1.48632,0.119172,61229,0.0859383,129.75,0.564791
80,0.000238095,0.0597451,-0.00060618,0.0585625,0.22922,0.0391472,0,0.565315,5.4509e-06,1.35192,0.167049,0,0.0758054,0.402041,3.59019,0.480499,0.0639661,0.84611,3.54158,9.81162e-05,0.220514,0,0,0,0,0.00149959,0.327891,0.959183,0.0636004,0.0605685,0.0612678,0.0089258,0.00635681,0.425582,0.0615374,10.9058,-3.15632,3.35525,0.896516,0.552234,-1.09932,-0.104489,0.549522,-0.00693969,3.79777e-05,1.63904e-05,0.00421275,0.015374,-0.000575169,-0.333333,-0.0297687,-0.000272758,-0.00555128,0.00111003,12.1667,17.5,0,0,0,0.0416667,0,-14.491,3.375e-05,0.00511208,0.0595678,1.47308,0.120389,61691,0.085991,128.87,0.412489
81,0,0.0605532,-0.000546207,0.0589782,0.227259,0.0379646,0,0.558547,0,1.32502,0.172434,0,0.076176,0.405115,3.58591,0.47917,0.0618389,0.848749,3.52921,0,0.218919,0,0,0,0,0.00140537,0.332047,0.959652,0.0610582,0.0610569,0.0620774,0.0086309,0.00608608,0.417986,0.0618893,10.6891,-3.19827,3.49304,0.896733,0.567349,-0.967838,-0.115122,0.547768,-0.0073668,0,3.35945e-08,0.00436263,0.0124205,-0.000612593,-0.333333,-0.0293077,-0.000264136,-0.00703644,0.000842028,15.4583,26.0833,0,0,0,0,0,-14.4862,5.0625e-05,0.00933157,0.0800469,1.45889,0.11889,62305,0.0860069,128.6,0.204092
82,0,0.0609221,-0.000370216,0.059171,0.230127,0.0389042,0,0.564476,0,1.33392,0.176885,0,0.0750567,0.39438,3.59209,0.479434,0.0613135,0.841762,3.51527,0,0.222032,0,0,0,0,0.00127732,0.325811,0.95961,0.0604592,0.0610606,0.0623601,0.00623126,0.00372634,0.405757,0.0616344,10.3907,-3.13609,3.51035,0.896781,0.581811,-0.943597,-0.128666,0.544023,-0.00726026,0,1.70597e-08,0.00338843,0.010832,-0.000664758,-0.333333,-0.0283609,-0.000269203,-0.0086184,0.000768332,16.6667,31.625,0,0,0,0.0416667,0,-14.4845,1.5e-05,0.00720024,0.0701184,1.47289,0.119982,61714,0.0860129,127.71,0.224344
83,0,0.0603878,-0.000499023,0.0588128,0.229473,0.039948,0,0.56132,0,1.3359,0.175328,0,0.0769228,0.39139,3.58711,0.47881,0.0600336,0.843168,3.53656,0,0.221074,0,0,0,0,0.00128859,0.32923,0.959565,0.0624618,0.0606706,0.0618044,0.00736825,0.00479927,0.408479,0.0613985,10.3877,-3.18112,3.47528,0.896684,0.577689,-0.937567,-0.118329,0.537985,-0.00696892,0,0,0.00314736,0.0111494,-0.000622288,-0.333333,-0.0239912,-0.000271028,-0.00729193,0.000745203,12.0833,25.4167,0,0,0,0.0416667,0,-14.4829,7.59375e-05,0.00384309,0.0560008,1.47295,0.120525,61691,0.08603,127.47,0.404644
84,0,0.0598386,-0.00052496,0.0586355,0.231378,0.0399163,0,0.569207,0,1.35679,0.168981,0,0.0767406,0.389443,3.57809,0.479541,0.0633806,0.840697,3.53176,0,0.222865,0,0,0,0,0.0012572,0.324194,0.959459,0.0631779,0.0603838,0.0612189,0.00648581,0.00388284,0.413673,0.0610881,10.5259,-3.15439,3.3575,0.898271,0.561298,-1.08087,-0.107389,0.538713,-0.00677218,0,3.73174e-07,0.00328959,0.0133842,-0.000589657,-0.333333,-0.0281256,-0.000278522,-0.00638083,0.0010568,10.7083,18.7917,0,0,0,0.0416667,0,-14.4795,7.59375e-05,0.00349656,0.0481679,1.46721,0.119252,61964,0.0860526,129.21,0.549877
85,0,0.0596576,-0.000723714,0.0585384,0.230832,0.0404853,0,0.566839,0,1.33503,0.169917,0,0.0758798,0.399998,3.57648,0.47897,0.0617939,0.848272,3.55888,0,0.222167,0,0,0,0,0.00144556,0.327041,0.959611,0.0627334,0.0604466,0.0611236,0.00820552,0.00560633,0.423513,0.0613417,10.9453,-3.01737,3.18039,0.901895,0.541983,-1.08213,-0.0995798,0.540209,-0.00668612,0,2.92784e-08,0.00408027,0.0146226,-0.00055871,-0.333333,-0.0252126,-0.000269758,-0.00516749,0.00109489,11.2917,15.7917,0,0,0,0,0,-14.4735,1e-05,0.0031188,0.0572379,1.47717,0.121503,61491,0.0860875,128.2,0.579664
86,0,0.0604552,-0.000553036,0.0589452,0.229492,0.0399331,0,0.563516,0,1.32691,0.174449,0,0.0761404,0.399109,3.57125,0.477056,0.0610293,0.847479,3.5535,0,0.22126,0,0,0,0,0.00146501,0.331633,0.9594,0.0605047,0.0609526,0.0619867,0.00831465,0.00582125,0.41863,0.0617797,10.8106,-3.10009,3.38456,0.898874,0.561515,-0.994008,-0.118759,0.541785,-0.00648783,0,0,0.00402655,0.0123744,-0.000651461,-0.333333,-0.0274424,-0.000267469,-0.00676956,0.00086615,14.4583,23.1667,0,0,0,0,0,-14.4694,3.375e-05,0.00315439,0.08199,1.4819,0.125175,61169,0.0861173,128.23,0.298421
87,0,0.060888,-0.000366883,0.0591438,0.229717,0.0384066,0,0.562449,0,1.32585,0.177253,0,0.075804,0.394522,3.58893,0.479899,0.0602058,0.844045,3.52237,0,0.22149,0,0,0,0,0.00137123,0.330465,0.959205,0.0598468,0.0611383,0.0623668,0.00749381,0.00497523,0.410343,0.0618223,10.5136,-3.15078,3.52797,0.897164,0.577738,-0.922301,-0.129793,0.544214,-0.00719242,0,1.01706e-07,0.00348908,0.0112322,-0.000679925,-0.333333,-0.0258458,-0.000266302,-0.00812855,0.000793446,17.7083,32.0833,0,0,0,0.0416667,0,-14.4654,1e-05,0.00515783,0.0771041,1.4905,0.121099,60997,0.0861315,128.28,0.237179
88,0,0.0605405,-0.000444346,0.0589838,0.229133,0.0383796,0,0.560959,0,1.33408,0.172891,0,0.0764345,0.394268,3.58245,0.478628,0.0604495,0.84233,3.53324,0,0.220743,0,0,0,0,0.00127968,0.326681,0.960076,0.061131,0.0608545,0.0619507,0.00669444,0.00418874,0.406464,0.0615482,10.3068,-3.14662,3.46385,0.897297,0.583154,-0.953007,-0.113884,0.54129,-0.00672387,0,0,0.00350291,0.0115088,-0.000606805,-0.333333,-0.0253178,-0.000268866,-0.00675581,0.000809926,14.8333,27.25,0,0,0,0,0,-14.4639,3.375e-05,0.00496113,0.0514598,1.45955,0.121414,62179,0.0861438,127.44,0.47074
89,0,0.0599355,-0.000490278,0.0586031,0.230928,0.0391802,0,0.568049,0,1.34645,0.16618,0,0.0760998,0.391208,3.59749,0.480907,0.0628508,0.841898,3.52969,0,0.222418,0,0,0,0,0.00132032,0.325365,0.95933,0.0649185,0.060396,0.0613463,0.00728069,0.00471421,0.41715,0.0611883,10.4644,-3.26423,3.46552,0.894132,0.574495,-1.03629,-0.107547,0.54616,-0.00622641,0,3.60309e-08,0.00353241,0.0134063,-0.000581202,-0.333333,-0.0274555,-0.000274553,-0.00612073,0.00096207,13.0833,20.5833,0,0,0,0,0,-14.4622,3.375e-05,0.0219101,0.0488423,1.47405,0.123838,61521,0.0861509,128.05,0.584746
90,4.16667e-05,0.0597933,-0.000634484,0.0586061,0.231649,0.0390182,0,0.570318,2.34082e-07,1.34296,0.166478,0,0.0745813,0.395673,3.57645,0.478915,0.0631501,0.844544,3.54521,1.17041e-05,0.223255,0,0,0,0,0.00139226,0.324458,0.959274,0.0631347,0.0605191,0.0612685,0.00775363,0.0051433,0.420948,0.0613331,10.7776,-3.12,3.32281,0.897722,0.557091,-1.07984,-0.102354,0.549051,-0.00676145,2.51431e-06,8.87363e-07,0.00386288,0.0139904,-0.000573552,-0.333333,-0.0276246,-0.000272652,-0.00649213,0.00104964,10.0833,15.1667,0,0,0,0,0,-14.4547,0.000113906,0.00332702,0.0521695,1.53542,0.122683,59287,0.0862453,128.23,0.59862
91,0,0.0603541,-0.000491164,0.0588494,0.231269,0.0389816,0,0.567912,0,1.32538,0.170419,0,0.0756563,0.398733,3.60917,0.482028,0.0611846,0.840995,3.51618,0,0.223038,0,0,0,0,0.00140154,0.32547,0.959202,0.0630142,0.0607765,0.0618748,0.00731276,0.00488001,0.41845,0.0615212,10.7819,-3.18121,3.44713,0.896813,0.564805,-0.986246,-0.113882,0.546555,-0.00624387,0,0,0.0038438,0.0138086,-0.000637501,-0.333333,-0.0256118,-0.00026965,-0.0075259,0.00111364,12.75,19.2917,0,0,0,0,0,-14.4416,2.25e-05,0.00556563,0.0765752,1.50549,0.121381,60425,0.0862852,127.69,0.41335
92,0,0.0609277,-0.000364581,0.0591372,0.230069,0.038592,0,0.562994,0,1.31958,0.174711,0,0.0754638,0.396568,3.59049,0.479564,0.0595448,0.844776,3.52145,0,0.221903,0,0,0,0,0.00140634,0.331422,0.959435,0.0604817,0.0611229,0.0624339,0.00835646,0.00586139,0.411018,0.0618732,10.5568,-3.19084,3.49939,0.897814,0.571894,-0.893994,-0.123515,0.546888,-0.00661703,0,1.69189e-08,0.00369665,0.0111803,-0.000675023,-0.333333,-0.025993,-0.000266129,-0.00815233,0.000768397,16.0833,31,0,0,0,0,0,-14.4379,1.5e-05,0.00694308,0.0769687,1.50122,0.12233,60548,0.0863017,127.71,0.456888
93,0,0.0606631,-0.000488641,0.0590413,0.22876,0.0377789,0,0.561238,0,1.33145,0.171358,0,0.0752282,0.395605,3.58903,0.479428,0.0612491,0.843447,3.52931,0,0.220389,0,0,0,0,0.00133801,0.329017,0.959775,0.0612845,0.0609285,0.0621007,0.00719014,0.0046477,0.410214,0.0616321,10.4304,-3.16481,3.47611,0.896978,0.576534,-0.955816,-0.118265,0.544725,-0.00705257,0,0,0.00366827,0.0114397,-0.0006396,-0.333333,-0.0268538,-0.000269035,-0.00734225,0.000790345,15.7917,30.3333,0,0,0,0,0,-14.4362,1.5e-05,0.00412985,0.0601307,1.51734,0.122228,59957,0.0863116,127.99,0.559743
94,0,0.0602052,-0.000498692,0.0587662,0.228298,0.039479,0,0.562152,0,1.34526,0.171445,0,0.0773251,0.396557,3.58794,0.480237,0.0627967,0.842958,3.53325,0,0.220017,0,0,0,0,0.00126975,0.326041,0.959728,0.0629275,0.0605832,0.0616074,0.00711006,0.00463292,0.414803,0.0613795,10.374,-3.27586,3.50732,0.894418,0.577019,-1.01285,-0.112333,0.541132,-0.00677665,0,5.51468e-08,0.00361426,0.0131994,-0.000602999,-0.333333,-0.0270572,-0.000272891,-0.00622423,0.000943247,13.25,21.3333,0,0,0,0,0,-14.4332,1e-05,0.00470852,0.0491188,1.56983,0.126892,57937,0.0863369,129.38,0.335875
95,0,0.0596887,-0.000596724,0.0585063,0.229489,0.0394217,0,0.566382,0,1.34843,0.167172,0,0.0768522,0.394743,3.61102,0.483582,0.0644137,0.841631,3.52371,0,0.221054,0,0,0,0,0.00124802,0.325078,0.959702,0.0648374,0.0602348,0.061023,0.00668878,0.00421396,0.420558,0.061051,10.5609,-3.29972,3.39845,0.894619,0.565308,-1.10013,-0.100859,0.5438,-0.00684536,0,4.20353e-09,0.00375768,0.0144212,-0.00056198,-0.333333,-0.0265262,-0.000275303,-0.00581228,0.00109169,11.375,16.4167,0,0,0,0.0416667,0,-14.4295,7.59375e-05,0.00227484,0.04826,1.52202,0.122003,59794,0.0863722,129.76,0.559099
96,0,0.0603777,-0.000548412,0.0589222,0.231406,0.0405865,0,0.566377,0,1.32023,0.176259,0,0.075661,0.394363,3.58718,0.479995,0.0592608,0.843823,3.52913,0,0.223208,0,0,0,0,0.00140367,0.325972,0.959304,0.0609987,0.0608166,0.0618179,0.00718317,0.00473571,0.419427,0.061568,10.8486,-2.97268,3.33741,0.899674,0.558331,-0.994685,-0.115203,0.5379,-0.00593097,0,1.30382e-07,0.00362487,0.0128044,-0.000647839,-0.333333,-0.0238372,-0.000268111,-0.00631896,0.000938461,12.375,17.2083,0,0,0,0,0,-14.4231,1e-05,0.00465188,0.0775943,1.50726,0.120821,60380,0.0863937,127.39,0.103622
97,0,0.0608462,-0.000408205,0.0591386,0.23073,0.0391679,0,0.563109,0,1.31364,0.177011,0,0.075331,0.395393,3.58544,0.478176,0.0578409,0.845272,3.52354,0,0.222559,0,0,0,0,0.00136256,0.331433,0.959037,0.0589496,0.0611107,0.062295,0.00830866,0.00585247,0.412513,0.0618651,10.7531,-3.04498,3.46663,0.899372,0.566479,-0.893338,-0.117672,0.543433,-0.0062095,0,9.13897e-06,0.00346987,0.0109581,-0.000642444,-0.333333,-0.0246737,-0.000264714,-0.00817767,0.000760366,16.125,27.9167,0,0,0,0.0416667,0,-14.4208,3.375e-05,0.00609187,0.0774683,1.50443,0.122197,60434,0.0864095,127.57,0.289105
98,0,0.0607128,-0.00044124,0.0590787,0.229921,0.0395198,0,0.562984,0,1.30926,0.17595,0,0.0757247,0.394619,3.58575,0.479925,0.0599407,0.844848,3.52366,0,0.221682,0,0,0,0,0.00133297,0.328346,0.959495,0.0599421,0.0609749,0.0621481,0.00746067,0.00496983,0.412117,0.0616786,10.5617,-3.10456,3.45167,0.898299,0.569205,-0.936139,-0.114749,0.540751,-0.00653904,0,1.42188e-07,0.00343347,0.0112993,-0.000641097,-0.333333,-0.0261055,-0.000263838,-0.00737081,0.000784416,17.7917,29,0,0,0,0,0,-14.418,1e-05,0.00828697,0.0576127,1.50431,0.124585,60349,0.0864242,129.31,0.51796
99,0,0.0600277,-0.000598499,0.0587165,0.228595,0.0394791,0,0.563905,0,1.33414,0.172054,0,0.0763695,0.397174,3.58783,0.481896,0.06427,0.842917,3.5207,0,0.220168,0,0,0,0,0.00124943,0.326231,0.95974,0.06285,0.0605502,0.0613975,0.0069154,0.00435704,0.416939,0.0613649,10.4594,-3.28451,3.4376,0.89518,0.572285,-1.06632,-0.107166,0.540071,-0.0073052,0,6.1478e-08,0.00382028,0.0131758,-0.000585223,-0.333333,-0.0293528,-0.000270009,-0.00630166,0.000930136,14.625,22.625,0,0,0,0,0,-14.4165,1.5e-05,0.00544626,0.0501527,1.50994,0.121409,60259,0.0864341,128.92,0.389683
100,0,0.0597645,-0.000665103,0.058562,0.228328,0.0393307,0,0.562982,0,1.34279,0.168194,0,0.0756717,0.393336,3.58971,0.480646,0.064266,0.842757,3.52993,0,0.219788,0,0,0,0,0.00125599,0.326644,0.959778,0.0635143,0.0603542,0.0610985,0.00697957,0.00440737,0.414893,0.0611763,10.4463,-3.25275,3.41309,0.894959,0.565436,-1.07323,-0.0989875,0.5403,-0.00751499,0,1.02003e-06,0.00388898,0.0141387,-0.000559751,-0.333333,-0.0287641,-0.000274436,-0.00631708,0.00104607,11.625,17.8333,0,0,0,0.0416667,0,-14.4125,0.000113906,0.00183474,0.0470138,1.49347,0.123837,60782,0.0864832,128.64,0.569253
101,0,0.0602218,-0.0005308,0.0587811,0.230336,0.0394492,0,0.564917,0,1.32217,0.170494,0,0.075548,0.397891,3.59725,0.481951,0.0612226,0.84302,3.51871,0,0.221798,0,0,0,0,0.00136375,0.327055,0.959195,0.0625183,0.0606897,0.0616374,0.00740666,0.004973,0.418441,0.0614805,10.7052,-3.13383,3.46067,0.896002,0.568562,-0.999506,-0.104896,0.54392,-0.00675196,0,3.17258e-08,0.00366644,0.0136476,-0.00059435,-0.333333,-0.0261246,-0.000268446,-0.00640541,0.00104827,11.4167,17,0,0,0,0,0,-14.4029,3.375e-05,0.00377138,0.0697206,1.4745,0.121869,61579,0.0865204,127.49,0.437013
102,0,0.060906,-0.000404878,0.0592584,0.23164,0.0390609,0,0.563355,0,1.30981,0.175347,0,0.0743582,0.391077,3.58203,0.478039,0.0566296,0.844977,3.53345,0,0.223334,0,0,0,0,0.00142913,0.327644,0.959308,0.0584481,0.0611762,0.0624323,0.00810499,0.00558925,0.412117,0.061889,10.7822,-2.99641,3.39232,0.900575,0.563427,-0.898305,-0.114134,0.542011,-0.00572717,0,0,0.00348765,0.0114102,-0.000636359,-0.333333,-0.0225437,-0.00026598,-0.00725556,0.000772776,13.7917,25.3333,0,0,0,0,0,-14.3986,7.59375e-05,0.00527249,0.0719923,1.46011,0.121537,62152,0.0865571,126.55,0.182735
103,0,0.0606704,-0.000511893,0.0590812,0.229672,0.0393987,0,0.561391,0,1.30653,0.175913,0,0.075111,0.397064,3.5791,0.478808,0.0590023,0.846652,3.53314,0,0.221384,0,0,0,0,0.00142658,0.329069,0.959471,0.0591979,0.0610209,0.0621464,0.00788033,0.00536394,0.413418,0.0617887,10.6863,-3.0555,3.39498,0.90043,0.562915,-0.926801,-0.11609,0.538359,-0.00644999,0,0,0.00346769,0.0114893,-0.000636278,-0.333333,-0.0250574,-0.000263861,-0.00701114,0.000822934,16.9167,29.25,0,0,0,0,0,-14.3923,3.375e-05,0.00474015,0.063045,1.46055,0.123556,62056,0.0865913,128.63,0.490955
